"ISBN","User-ID","Book-Rating","Book-Title","Book-Author","Year-Of-Publication"
"014016930X",110440,0,"Angle of Repose (Contemporary American Fiction)","Wallace Stegner",1992
"014016930X",111174,0,"Angle of Repose (Contemporary American Fiction)","Wallace Stegner",1992
"014016930X",111286,7,"Angle of Repose (Contemporary American Fiction)","Wallace Stegner",1992
"014016930X",113270,0,"Angle of Repose (Contemporary American Fiction)","Wallace Stegner",1992
"014016930X",113519,0,"Angle of Repose (Contemporary American Fiction)","Wallace Stegner",1992
"014016930X",113528,0,"Angle of Repose (Contemporary American Fiction)","Wallace Stegner",1992
"014016930X",125928,0,"Angle of Repose (Contemporary American Fiction)","Wallace Stegner",1992
"014016930X",126000,0,"Angle of Repose (Contemporary American Fiction)","Wallace Stegner",1992
"014016930X",126604,0,"Angle of Repose (Contemporary American Fiction)","Wallace Stegner",1992
"014016930X",130571,0,"Angle of Repose (Contemporary American Fiction)","Wallace Stegner",1992
"014016930X",135215,9,"Angle of Repose (Contemporary American Fiction)","Wallace Stegner",1992
"014016930X",139070,0,"Angle of Repose (Contemporary American Fiction)","Wallace Stegner",1992
"014016930X",139571,0,"Angle of Repose (Contemporary American Fiction)","Wallace Stegner",1992
"014016930X",143792,0,"Angle of Repose (Contemporary American Fiction)","Wallace Stegner",1992
"014016930X",145449,0,"Angle of Repose (Contemporary American Fiction)","Wallace Stegner",1992
"014016930X",150896,0,"Angle of Repose (Contemporary American Fiction)","Wallace Stegner",1992
"014016930X",156269,0,"Angle of Repose (Contemporary American Fiction)","Wallace Stegner",1992
"014016930X",159732,0,"Angle of Repose (Contemporary American Fiction)","Wallace Stegner",1992
"014016930X",168144,0,"Angle of Repose (Contemporary American Fiction)","Wallace Stegner",1992
"014016930X",187425,10,"Angle of Repose (Contemporary American Fiction)","Wallace Stegner",1992
"014016930X",196077,0,"Angle of Repose (Contemporary American Fiction)","Wallace Stegner",1992
"014016930X",198711,0,"Angle of Repose (Contemporary American Fiction)","Wallace Stegner",1992
"014016930X",208605,0,"Angle of Repose (Contemporary American Fiction)","Wallace Stegner",1992
"014016930X",211303,0,"Angle of Repose (Contemporary American Fiction)","Wallace Stegner",1992
"014016930X",212923,0,"Angle of Repose (Contemporary American Fiction)","Wallace Stegner",1992
"014016930X",215359,0,"Angle of Repose (Contemporary American Fiction)","Wallace Stegner",1992
"014016930X",225177,10,"Angle of Repose (Contemporary American Fiction)","Wallace Stegner",1992
"014016930X",229291,8,"Angle of Repose (Contemporary American Fiction)","Wallace Stegner",1992
"014016930X",232131,0,"Angle of Repose (Contemporary American Fiction)","Wallace Stegner",1992
"014016930X",240330,8,"Angle of Repose (Contemporary American Fiction)","Wallace Stegner",1992
"014016930X",254101,0,"Angle of Repose (Contemporary American Fiction)","Wallace Stegner",1992
"014016930X",256765,10,"Angle of Repose (Contemporary American Fiction)","Wallace Stegner",1992
"014016930X",259735,0,"Angle of Repose (Contemporary American Fiction)","Wallace Stegner",1992
"014016930X",269566,0,"Angle of Repose (Contemporary American Fiction)","Wallace Stegner",1992
"0140169512",21455,5,"Something More: Nurturing Your Child's Spiritual Growth","Fitzpatrick Jean Grasso",1993
"0140169512",30215,9,"Something More: Nurturing Your Child's Spiritual Growth","Fitzpatrick Jean Grasso",1993
"0140169512",196502,0,"Something More: Nurturing Your Child's Spiritual Growth","Fitzpatrick Jean Grasso",1993
"014016958X",171118,8,"Rumpole on Trial","John Mortimer",1993
"0140169598",9856,0,"Naked Beneath My Clothes: Tales of a Revealing Nature","Rita Rudner",1993
"0140169598",81682,5,"Naked Beneath My Clothes: Tales of a Revealing Nature","Rita Rudner",1993
"0140169601",224923,10,"The Portable Paul and Jane Bowles (Viking Portable Library)","Millicent Dillon",1994
"0140169636",124617,7,"The New York Trilogy: City of Glass/ Ghosts/ the Locked Room","Paul Auster",1990
"0140169636",142434,0,"The New York Trilogy: City of Glass/ Ghosts/ the Locked Room","Paul Auster",1990
"0140169636",156972,0,"The New York Trilogy: City of Glass/ Ghosts/ the Locked Room","Paul Auster",1990
"0140169636",164944,8,"The New York Trilogy: City of Glass/ Ghosts/ the Locked Room","Paul Auster",1990
"0140169636",173999,7,"The New York Trilogy: City of Glass/ Ghosts/ the Locked Room","Paul Auster",1990
"0140169652",43436,9,"A Life of Her Own: The Transformation of a Countrywoman in Twentieth-Century France","Emilie Carles",1992
"0140169652",96335,0,"A Life of Her Own: The Transformation of a Countrywoman in Twentieth-Century France","Emilie Carles",1992
"0140169652",143267,5,"A Life of Her Own: The Transformation of a Countrywoman in Twentieth-Century France","Emilie Carles",1992
"0140169652",234828,7,"A Life of Her Own: The Transformation of a Countrywoman in Twentieth-Century France","Emilie Carles",1992
"0140169660",95316,7,"Garden of Malice","Susan Kenney",1992
"0140169660",121119,0,"Garden of Malice","Susan Kenney",1992
"0140169822",253797,7,"Leonardo Da Vinci","Kenneth Clark",1993
"0140170022",73127,0,"Cape Cod (Penguin Nature Library)","Henry David Thoreau",1995
"0140170022",108773,9,"Cape Cod (Penguin Nature Library)","Henry David Thoreau",1995
"0140170022",128574,0,"Cape Cod (Penguin Nature Library)","Henry David Thoreau",1995
"0140170138",26030,0,"The Maine Woods (Penguin Nature Library)","Henry David Thoreau",1988
"0140170138",49378,8,"The Maine Woods (Penguin Nature Library)","Henry David Thoreau",1988
"0140170138",76499,5,"The Maine Woods (Penguin Nature Library)","Henry David Thoreau",1988
"0140170138",95932,0,"The Maine Woods (Penguin Nature Library)","Henry David Thoreau",1988
"0140170146",191855,0,"North American Indians (Penguin Nature Library)","George Catlin",1989
"0140170146",230522,0,"North American Indians (Penguin Nature Library)","George Catlin",1989
"0140170162",35922,0,"Birch Browsings: A John Burroughs Reader (Penguin Nature Library Series)","Bill McKibben",1992
"0140170162",47179,5,"Birch Browsings: A John Burroughs Reader (Penguin Nature Library Series)","Bill McKibben",1992
"0140170170",108352,0,"A Thousand-Mile Walk to the Gulf (Penguin Nanre Library Series)","John Muir",1992
"0140170219",35857,0,"Travels in Alaska (The Penguin Nature Library)","John Muir",1993
"0140170219",87555,0,"Travels in Alaska (The Penguin Nature Library)","John Muir",1993
"0140170219",211919,7,"Travels in Alaska (The Penguin Nature Library)","John Muir",1993
"0140170227",160574,0,"The Falcon: A Narrative of the Captivity and Adventures of John Tanner/During Thirty Years Residence Among the Indians in the Interior of North Amer (Penguin Nature Library)","John Tanner",1994
"0140170227",211919,0,"The Falcon: A Narrative of the Captivity and Adventures of John Tanner/During Thirty Years Residence Among the Indians in the Interior of North Amer (Penguin Nature Library)","John Tanner",1994
"0140170413",129074,0,"The Price of Glory: Verdun 1916 (Penguin History)","Alistair Horne",1993
"014017043X",102505,6,"Dear Writer in the Window: The Wit and Wisdom of a Sidewalk Sage","Georgelle Hirliman",1993
"014017043X",190185,7,"Dear Writer in the Window: The Wit and Wisdom of a Sidewalk Sage","Georgelle Hirliman",1993
"0140170480",59784,10,"A Dream of Eagles: The Eagles Brood","Jack Whyte",1995
"0140170480",273071,8,"A Dream of Eagles: The Eagles Brood","Jack Whyte",1995
"0140170499",223066,8,"A Dream of Eagles","Jack Whyte",1994
"0140170499",260316,0,"A Dream of Eagles","Jack Whyte",1994
"0140170499",273071,0,"A Dream of Eagles","Jack Whyte",1994
"0140170502",55862,0,"A Dream of Eagles","Jack Whyte",1994
"0140170502",122086,9,"A Dream of Eagles","Jack Whyte",1994
"0140170502",177458,0,"A Dream of Eagles","Jack Whyte",1994
"0140170502",183801,0,"A Dream of Eagles","Jack Whyte",1994
"0140170502",209797,0,"A Dream of Eagles","Jack Whyte",1994
"0140170502",239783,0,"A Dream of Eagles","Jack Whyte",1994
"0140170502",255492,10,"A Dream of Eagles","Jack Whyte",1994
"0140170502",260316,5,"A Dream of Eagles","Jack Whyte",1994
"0140170502",273071,9,"A Dream of Eagles","Jack Whyte",1994
"0140170502",275610,6,"A Dream of Eagles","Jack Whyte",1994
"0140170790",223814,0,"The Rituals of Dinner: The Origins, Evolution, Eccentricities, and Meaning of Table Manners","Margaret Visser",1992
"0140170790",245827,0,"The Rituals of Dinner: The Origins, Evolution, Eccentricities, and Meaning of Table Manners","Margaret Visser",1992
"0140170790",266226,8,"The Rituals of Dinner: The Origins, Evolution, Eccentricities, and Meaning of Table Manners","Margaret Visser",1992
"014017088X",205166,0,"The Secret Agent","Joseph Conrad",1992
"0140170944",22625,10,"O'Keeffe and Stieglitz: An American Romance","Benita Eisler",1992
"0140170944",238120,0,"O'Keeffe and Stieglitz: An American Romance","Benita Eisler",1992
"0140170960",136139,5,"An Exaltation of Larks: The Ultimate Edition","James Lipton",1993
"0140170987",69684,0,"Changing Places: A Tale of Two Campuses","David Lodge",1995
"0140170987",120688,8,"Changing Places: A Tale of Two Campuses","David Lodge",1995
"0140170987",202358,6,"Changing Places: A Tale of Two Campuses","David Lodge",1995
"0140170987",205473,0,"Changing Places: A Tale of Two Campuses","David Lodge",1995
"0140170987",218241,0,"Changing Places: A Tale of Two Campuses","David Lodge",1995
"0140170987",231416,6,"Changing Places: A Tale of Two Campuses","David Lodge",1995
"0140170987",268110,9,"Changing Places: A Tale of Two Campuses","David Lodge",1995
"0140170987",275970,9,"Changing Places: A Tale of Two Campuses","David Lodge",1995
"0140171002",16504,0,"Wuthering Heights","Emily Bronte",1992
"0140171029",129716,10,"I Dreamed of Africa","Kuki Gallmann",1992
"0140171088",198338,0,"Chance and Chaos","David Ruelle",0
"0140171177",168509,7,"The House of Doctor Dee","Peter Ackroyd",1994
"0140171177",256407,0,"The House of Doctor Dee","Peter Ackroyd",1994
"0140171223",21937,8,"Odd Girls and Twilight Lovers: A History of Lesbian Life in Twentieth-Century America (Between Men--Between Women)","Lillian Faderman",1992
"0140171223",27812,0,"Odd Girls and Twilight Lovers: A History of Lesbian Life in Twentieth-Century America (Between Men--Between Women)","Lillian Faderman",1992
"0140171223",45641,0,"Odd Girls and Twilight Lovers: A History of Lesbian Life in Twentieth-Century America (Between Men--Between Women)","Lillian Faderman",1992
"0140171223",76499,10,"Odd Girls and Twilight Lovers: A History of Lesbian Life in Twentieth-Century America (Between Men--Between Women)","Lillian Faderman",1992
"0140171223",131027,0,"Odd Girls and Twilight Lovers: A History of Lesbian Life in Twentieth-Century America (Between Men--Between Women)","Lillian Faderman",1992
"0140171223",174304,0,"Odd Girls and Twilight Lovers: A History of Lesbian Life in Twentieth-Century America (Between Men--Between Women)","Lillian Faderman",1992
"0140171223",196077,0,"Odd Girls and Twilight Lovers: A History of Lesbian Life in Twentieth-Century America (Between Men--Between Women)","Lillian Faderman",1992
"0140171223",231210,9,"Odd Girls and Twilight Lovers: A History of Lesbian Life in Twentieth-Century America (Between Men--Between Women)","Lillian Faderman",1992
"0140171223",249924,0,"Odd Girls and Twilight Lovers: A History of Lesbian Life in Twentieth-Century America (Between Men--Between Women)","Lillian Faderman",1992
"0140171231",30511,8,"Now You Know","Michael Frayn",1993
"0140171231",167517,6,"Now You Know","Michael Frayn",1993
"0140171363",55490,8,"Freedom from Fear and Other Writings","Aung San Suo Kyi",1991
"0140171363",87555,0,"Freedom from Fear and Other Writings","Aung San Suo Kyi",1991
"0140171460",166596,0,"Prized Possessions","L.R. Wright",1994
"0140171606",229409,0,"Ireland and the Irish: Portrait of a Changing Society","John Ardagh",1997
"0140171649",37712,0,"The Literary Lover: Great Contemporary Stories of Passion and Romance","Larry Dark",1994
"0140171673",11601,0,"The Snapper","Roddy Doyle",1993
"0140171673",51526,0,"The Snapper","Roddy Doyle",1993
"0140171673",60244,0,"The Snapper","Roddy Doyle",1993
"0140171673",86189,0,"The Snapper","Roddy Doyle",1993
"0140171673",89602,7,"The Snapper","Roddy Doyle",1993
"0140171673",101242,8,"The Snapper","Roddy Doyle",1993
"0140171673",107301,0,"The Snapper","Roddy Doyle",1993
"0140171673",114414,0,"The Snapper","Roddy Doyle",1993
"0140171673",130705,9,"The Snapper","Roddy Doyle",1993
"0140171673",134617,0,"The Snapper","Roddy Doyle",1993
"0140171673",137589,0,"The Snapper","Roddy Doyle",1993
"0140171673",170077,6,"The Snapper","Roddy Doyle",1993
"0140171673",248138,5,"The Snapper","Roddy Doyle",1993
"0140171681",32721,0,"The Art of Hunger: Essays, Prefaces, Interviews and the Red Notebook","Paul Auster",1993
"0140171738",80555,7,"Time Out of Joint","Philip K. Dick",1994
"0140171738",224646,0,"Time Out of Joint","Philip K. Dick",1994
"0140171789",135776,8,"The Theory of the Modern Stage: An Introduction to Modern Theatre and Drama","Eric Russell Bentley",1992
"014017186X",85136,8,"Dracula","Bram Stoker",1992
"014017186X",141819,10,"Dracula","Bram Stoker",1992
"014017186X",200585,0,"Dracula","Bram Stoker",1992
"014017186X",224646,8,"Dracula","Bram Stoker",1992
"014017186X",225986,0,"Dracula","Bram Stoker",1992
"0140171916",11676,9,"The Van","Roddy Doyle",1993
"0140171916",98741,0,"The Van","Roddy Doyle",1993
"0140171916",130705,8,"The Van","Roddy Doyle",1993
"0140171916",166017,0,"The Van","Roddy Doyle",1993
"0140171916",168642,0,"The Van","Roddy Doyle",1993
"0140171916",209870,0,"The Van","Roddy Doyle",1993
"0140171916",223438,6,"The Van","Roddy Doyle",1993
"0140171991",76626,10,"The Greek Myths","Robert Graves",1993
"0140172173",11676,0,"Inside the Third World: The Anatomy of Poverty (Penguin Politics)","Paul Harrison",1990
"0140172173",216882,8,"Inside the Third World: The Anatomy of Poverty (Penguin Politics)","Paul Harrison",1990
"0140172246",102967,0,"The Great California Game","Jonathan Gash",1992
"0140172246",259260,0,"The Great California Game","Jonathan Gash",1992
"0140172270",101882,0,"When All the World Was Young (Contemporary American Fiction)","Ferrol Sams",1992
"0140172270",129851,0,"When All the World Was Young (Contemporary American Fiction)","Ferrol Sams",1992
"0140172270",175329,0,"When All the World Was Young (Contemporary American Fiction)","Ferrol Sams",1992
"0140172270",180042,0,"When All the World Was Young (Contemporary American Fiction)","Ferrol Sams",1992
"0140172270",195716,0,"When All the World Was Young (Contemporary American Fiction)","Ferrol Sams",1992
"0140172270",197364,0,"When All the World Was Young (Contemporary American Fiction)","Ferrol Sams",1992
"0140172270",214272,0,"When All the World Was Young (Contemporary American Fiction)","Ferrol Sams",1992
"0140172319",32250,8,"The Anne of Green Gables Treasury","Carolyn Strom Collins",1997
"0140172327",125039,0,"Metaphysics As a Guide to Morals (Penguin Philosophy S.)","Iris Murdoch",1994
"0140172327",140974,0,"Metaphysics As a Guide to Morals (Penguin Philosophy S.)","Iris Murdoch",1994
"0140172343",61619,0,"The MacGuffin (Contemporary American Fiction)","Stanley Elkin",1992
"0140172459",211430,0,"The Mind-Body Problem: A Novel (Contemporary American Fiction)","Rebecca Goldstein",1993
"0140172483",59052,0,"Chloe Plus Olivia: An Anthology of Lesbian Literature from the Seventeenth Century to the Present","Lillian Faderman",1995
"0140172483",228021,0,"Chloe Plus Olivia: An Anthology of Lesbian Literature from the Seventeenth Century to the Present","Lillian Faderman",1995
"0140172505",161936,10,"Tell Me I'm Here","Anne Deveson",1992
"0140172637",133747,0,"Two Lives: Reading Turgenev and My House in Umbria","William Trevor",1995
"0140172645",83743,8,"Freedom, the Individual and the Law (Penguin Law S.)","Geoffrey Robertson",1999
"0140172734",11676,0,"Hero","Leonore Fleischer",1993
"0140172734",120640,0,"Hero","Leonore Fleischer",1993
"0140172734",133034,0,"Hero","Leonore Fleischer",1993
"0140172793",94853,0,"1492","Robert Thurston",1992
"0140172793",126654,9,"1492","Robert Thurston",1992
"0140172793",131402,0,"1492","Robert Thurston",1992
"0140172874",216557,8,"Crazywater: Native Voices on Addiction and Recovery","Brian Maracle",1994
"0140172947",11676,0,"The Penguin Book of Women's Humor","Regina Barreca",1996
"0140172947",67214,0,"The Penguin Book of Women's Humor","Regina Barreca",1996
