"ISBN","Book-Title","Book-Author","Year-Of-Publication","Publisher","Image-URL-S","Image-URL-M","Image-URL-L"
"0553011596","Faeries","David E. Larkin",1979,"Bantam","http://images.amazon.com/images/P/0553011596.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0553011596.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0553011596.01.LZZZZZZZ.jpg"
"051742438X","Story Of Britain","Alfred Leslie Rowse",1988,"Crescent","http://images.amazon.com/images/P/051742438X.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/051742438X.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/051742438X.01.LZZZZZZZ.jpg"
"0374111197","Beowulf : A New Verse Translation","Seamus Heaney",2000,"Farrar, Straus and Giroux","http://images.amazon.com/images/P/0374111197.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0374111197.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0374111197.01.LZZZZZZZ.jpg"
"0451406567","Miracles in Maggody: An Arly Hanks Mystery (Arly Hanks Mysteries (Paperback))","Joan Hess",1996,"Onyx Books","http://images.amazon.com/images/P/0451406567.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0451406567.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0451406567.01.LZZZZZZZ.jpg"
"0890092087","The Collector's Book of Science Fiction by H. G. Wells","H. G. Wells",1987,"Castle Books","http://images.amazon.com/images/P/0890092087.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0890092087.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0890092087.01.LZZZZZZZ.jpg"
"0671777009","H... STORY OF HEATHCLIFF'S JOURNEY BACK TO WUTHERING HEIGHTS","Lin Haire-Sargeant",1992,"Atria","http://images.amazon.com/images/P/0671777009.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0671777009.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0671777009.01.LZZZZZZZ.jpg"
"0312146027","Forbidden Knowledge: From Prometheus to Pornography","Roger Shattuck",1996,"St. Martin's Press","http://images.amazon.com/images/P/0312146027.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0312146027.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0312146027.01.LZZZZZZZ.jpg"
"0140296530","The Master of All Desires","Judith Merkle Riley",2000,"Penguin Books","http://images.amazon.com/images/P/0140296530.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0140296530.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0140296530.01.LZZZZZZZ.jpg"
"0517593122","A Song for Arbonne","Guy Gavriel Kay",1993,"Random House Inc","http://images.amazon.com/images/P/0517593122.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0517593122.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0517593122.01.LZZZZZZZ.jpg"
"0806931930","Sewing the New Classics: Clothes With Easy Style","Carol Parks",1995,"Sterling Pub Co Inc","http://images.amazon.com/images/P/0806931930.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0806931930.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0806931930.01.LZZZZZZZ.jpg"
"0600348040","In search of lost worlds","Henri Paul Eydoux",1971,"Hamlyn","http://images.amazon.com/images/P/0600348040.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0600348040.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0600348040.01.LZZZZZZZ.jpg"
"0806942436","A Gardener's Guide to Planters, Containers &amp; Raised Beds","Chuck Crandall",1998,"Sterling Pub Co Inc","http://images.amazon.com/images/P/0806942436.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0806942436.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0806942436.01.LZZZZZZZ.jpg"
"0966410076","You Are Being Lied To: The Disinformation Guide to Media Distortion, Historical Whitewashes and Cultural Myths","Russ Kick",2001,"The Disinformation Company","http://images.amazon.com/images/P/0966410076.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0966410076.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0966410076.01.LZZZZZZZ.jpg"
"0517029626","The Annotated Alice: Alice's Adventures in Wonderland and Through the Looking Glass","Lewis Carroll",1993,"Random House Value Pub","http://images.amazon.com/images/P/0517029626.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0517029626.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0517029626.01.LZZZZZZZ.jpg"
"0517562278","The World, the Flesh and the Devil","Reay Tannahill",1987,"Random House Inc","http://images.amazon.com/images/P/0517562278.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0517562278.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0517562278.01.LZZZZZZZ.jpg"
"0670823074","Nightmares in the Sky: Gargoyles and Grotesques","f-stop Fitzgerald",1988,"Penguin USA","http://images.amazon.com/images/P/0670823074.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0670823074.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0670823074.01.LZZZZZZZ.jpg"
"0553052357","Free to Be a Family","Marlo Thomas",1987,"Random House Childrens Books","http://images.amazon.com/images/P/0553052357.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0553052357.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0553052357.01.LZZZZZZZ.jpg"
"0671249886","Timetables of History","Bernard Grun",1982,"Touchstone","http://images.amazon.com/images/P/0671249886.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0671249886.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0671249886.01.LZZZZZZZ.jpg"
"0395247586","Road Goes Ever on","J. R. R. Tolkien",1978,"Houghton Mifflin","http://images.amazon.com/images/P/0395247586.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0395247586.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0395247586.01.LZZZZZZZ.jpg"
"1578591201","VideoHound's Golden Movie Retriever 2001","Jim Craddock",2000,"Gale Group","http://images.amazon.com/images/P/1578591201.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/1578591201.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/1578591201.01.LZZZZZZZ.jpg"
"0679726489","The Complete Monty Python's Flying Circus : All the Words, Volume 2","Graham Chapman",1989,"Pantheon Books","http://images.amazon.com/images/P/0679726489.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0679726489.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0679726489.01.LZZZZZZZ.jpg"
"0679726470","The Complete Monty Python's Flying Circus : All the Words, Volume 1","Graham Chapman",1989,"Pantheon Books","http://images.amazon.com/images/P/0679726470.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0679726470.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0679726470.01.LZZZZZZZ.jpg"
"0140511520","The Penguin Atlas of Medieval History (Reference Books)","Colin McEvedy",1985,"Penguin Books Ltd","http://images.amazon.com/images/P/0140511520.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0140511520.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0140511520.01.LZZZZZZZ.jpg"
"0670691992","Talisman","Stephen King",1984,"Viking Books","http://images.amazon.com/images/P/0670691992.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0670691992.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0670691992.01.LZZZZZZZ.jpg"
"1883642450","The Complete Jesus","Ricky Alan Mayotte",1997,"Steerforth Press","http://images.amazon.com/images/P/1883642450.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/1883642450.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/1883642450.01.LZZZZZZZ.jpg"
"0840776977","Steps to a New Beginning (Minirth-Meier Clinic Series)","Sam Shoemaker",1992,"Thomas Nelson Inc","http://images.amazon.com/images/P/0840776977.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0840776977.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0840776977.01.LZZZZZZZ.jpg"
"0879100095","Notes on a Cowardly Lion: The Biogrphy of Bert Lahr","John Lahr",1984,"Maxway Data","http://images.amazon.com/images/P/0879100095.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0879100095.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0879100095.01.LZZZZZZZ.jpg"
"0452261341","Gunslinger Tower 1 (Dark Tower, No 1)","Stephen King",1988,"Penguin Putnam~trade","http://images.amazon.com/images/P/0452261341.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0452261341.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0452261341.01.LZZZZZZZ.jpg"
"0312022824","Silence of the Lambs","Thomas Harris",1999,"St. Martin's Press","http://images.amazon.com/images/P/0312022824.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0312022824.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0312022824.01.LZZZZZZZ.jpg"
"0394523512","Cry to Heaven","ANNE RICE",1982,"Knopf","http://images.amazon.com/images/P/0394523512.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0394523512.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0394523512.01.LZZZZZZZ.jpg"
"0385479948","An Underground Education: The Unauthorized and Outrageous Supplement to Everything You Thought You Knew About Art, Sex, Business, Crime, Science, Medicine, and Other Filds of h","Richard Zacks",1997,"Bantam Dell Pub Group","http://images.amazon.com/images/P/0385479948.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0385479948.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0385479948.01.LZZZZZZZ.jpg"
"060960970X","Christopher Lowell's If You Can Dream It, You Can Do It: Dream Decor on a Budget","Christopher Lowell",2002,"Clarkson N Potter Publishers","http://images.amazon.com/images/P/060960970X.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/060960970X.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/060960970X.01.LZZZZZZZ.jpg"
"1563319225","Christopher Lowell's Seven Layers of Design: Fearless, Fabulous Decorating","CHRISTOPHER LOWELL",2000,"Clarkson Potter","http://images.amazon.com/images/P/1563319225.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/1563319225.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/1563319225.01.LZZZZZZZ.jpg"
"0671865412","SIGN AND THE SEAL : THE QUEST FOR THE LOST ARK OF THE COVENANT","Graham Hancock",1993,"Touchstone","http://images.amazon.com/images/P/0671865412.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0671865412.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0671865412.01.LZZZZZZZ.jpg"
"0452010055","The Satyricon","Petronius",1990,"Plume Books","http://images.amazon.com/images/P/0452010055.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0452010055.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0452010055.01.LZZZZZZZ.jpg"
"0679748091","Ripley Under Water (Vintage Crime/Black Lizard)","Patricia Highsmith",1993,"Vintage Books USA","http://images.amazon.com/images/P/0679748091.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0679748091.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0679748091.01.LZZZZZZZ.jpg"
"0679742301","Ripley Under Ground (Vintage Crime/Black Lizard)","Patricia Highsmith",1992,"Vintage Books USA","http://images.amazon.com/images/P/0679742301.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0679742301.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0679742301.01.LZZZZZZZ.jpg"
"0895778602","1001 Hints &amp; Tips for Your Garden : An Indispensable Guide to Easier and More Effective Gardening","Readers Digest",1996,"Readers Digest","http://images.amazon.com/images/P/0895778602.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0895778602.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0895778602.01.LZZZZZZZ.jpg"
"0380751402","Uncertain Magic","Laura Kinsale",1987,"Avon","http://images.amazon.com/images/P/0380751402.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0380751402.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0380751402.01.LZZZZZZZ.jpg"
"0382099893","Frankenstein or the Modern Prometheus (Silver Classic)","Mary Wollstonecraft Shelley",1985,"Silver Burdett Press","http://images.amazon.com/images/P/0382099893.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0382099893.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0382099893.01.LZZZZZZZ.jpg"
"0380761319","The Shadow and the Star","Laura Kinsale",1991,"Harpercollins","http://images.amazon.com/images/P/0380761319.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0380761319.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0380761319.01.LZZZZZZZ.jpg"
"0425156877","My Sweet Folly","Laura Kinsale",1997,"Berkley Publishing Group","http://images.amazon.com/images/P/0425156877.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0425156877.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0425156877.01.LZZZZZZZ.jpg"
"0671882368","What Jane Austen Ate and Charles Dickens Knew: From Fox Hunting to Whist-The Facts of Daily Life in Nineteenth-Century England","Daniel Pool",1994,"Touchstone","http://images.amazon.com/images/P/0671882368.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0671882368.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0671882368.01.LZZZZZZZ.jpg"
"0812562836","Symphony","Charles Grant",1998,"Tor Books (Mm)","http://images.amazon.com/images/P/0812562836.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0812562836.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0812562836.01.LZZZZZZZ.jpg"
"0451149955","In Cold Blood","Truman Capote",1981,"Signet Book","http://images.amazon.com/images/P/0451149955.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0451149955.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0451149955.01.LZZZZZZZ.jpg"
"0061094153","The Reconciliation (Imajica, Book 2)","Clive Barker",1995,"HarperTorch","http://images.amazon.com/images/P/0061094153.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0061094153.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0061094153.01.LZZZZZZZ.jpg"
"0061094145","The Fifth Dominion (Imajica, Book 1)","Clive Barker",1995,"HarperTorch","http://images.amazon.com/images/P/0061094145.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0061094145.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0061094145.01.LZZZZZZZ.jpg"
"0523425570","Lizzie","Frank Spiering",1985,"Pinnacle Books","http://images.amazon.com/images/P/0523425570.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0523425570.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0523425570.01.LZZZZZZZ.jpg"
"0440121914","Dwarf Rapes Nun Flee","Arnold Sawislak",1986,"Dell Publishing Company","http://images.amazon.com/images/P/0440121914.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0440121914.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0440121914.01.LZZZZZZZ.jpg"
"0425144941","The Dream Hunter","Laura Kinsale",1994,"Berkley Publishing Group","http://images.amazon.com/images/P/0425144941.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0425144941.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0425144941.01.LZZZZZZZ.jpg"
"0553573268","Shadow's End","Sheri S. Tepper",1995,"Spectra Books","http://images.amazon.com/images/P/0553573268.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0553573268.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0553573268.01.LZZZZZZZ.jpg"
"0451521161","War and Peace","Leo Tolstoy",1989,"Penguin USA","http://images.amazon.com/images/P/0451521161.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0451521161.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0451521161.01.LZZZZZZZ.jpg"
"1853263281","CONCISE ENGLISH DICTIONAR","Davidson",1998,"NTC/Contemporary Publishing Company","http://images.amazon.com/images/P/1853263281.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/1853263281.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/1853263281.01.LZZZZZZZ.jpg"
"0380753987","Midsummer Moon","Laura Kinsale",1987,"Harper Mass Market Paperbacks (Mm)","http://images.amazon.com/images/P/0380753987.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0380753987.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0380753987.01.LZZZZZZZ.jpg"
"0440003628","Arthur Rex: A legendary novel","Thomas Berger",1978,"Delacorte Press/Seymour Lawrence","http://images.amazon.com/images/P/0440003628.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0440003628.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0440003628.01.LZZZZZZZ.jpg"
"0060162767","The Great and Secret Show: The First Book of the Art","Clive Barker",1990,"Harpercollins","http://images.amazon.com/images/P/0060162767.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0060162767.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0060162767.01.LZZZZZZZ.jpg"
"0671742264","BOY'S LIFE","Robert R. McCammon",1991,"Atria","http://images.amazon.com/images/P/0671742264.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0671742264.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0671742264.01.LZZZZZZZ.jpg"
"0140150315","The Portable Thoreau (Penguin Classics)","Henry David Thoreau",1977,"Penguin Books","http://images.amazon.com/images/P/0140150315.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0140150315.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0140150315.01.LZZZZZZZ.jpg"
"023108028X","The  Top 500 Poems","William Harmon",1992,"Columbia University Press","http://images.amazon.com/images/P/023108028X.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/023108028X.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/023108028X.01.LZZZZZZZ.jpg"
"039913039X","Skeleton Crew","Stephen King",1985,"Putnam Pub Group","http://images.amazon.com/images/P/039913039X.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/039913039X.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/039913039X.01.LZZZZZZZ.jpg"
"0674400011","A History of Private Life: Revelations of the Medieval World (History of Private Life (Paperback))","Georges Duby",1993,"Belknap Press","http://images.amazon.com/images/P/0674400011.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0674400011.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0674400011.01.LZZZZZZZ.jpg"
"0674399749","History of Private Life: From Pagan Rome to Byzantium (History of Private Life (Paperback))","Paul Veyne",1992,"Belknap Press","http://images.amazon.com/images/P/0674399749.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0674399749.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0674399749.01.LZZZZZZZ.jpg"
"0440501091","A Vision of Light","Judith Merkle Riley",1989,"Bantam Dell Pub Group","http://images.amazon.com/images/P/0440501091.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0440501091.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0440501091.01.LZZZZZZZ.jpg"
"0517436035","Annotated Shakespeare : 3 Volumes 1","William Shakespeare",1984,"Random House Value Publishing","http://images.amazon.com/images/P/0517436035.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0517436035.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0517436035.01.LZZZZZZZ.jpg"
"0395286654","The Atlas of Middle-Earth","Karen Wynn Fonstad",1981,"Houghton Mifflin Company","http://images.amazon.com/images/P/0395286654.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0395286654.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0395286654.01.LZZZZZZZ.jpg"
"0890090572","Original Illustrated Sherlock Holmes","Arthur Conan Doyle",1991,"Castle Books","http://images.amazon.com/images/P/0890090572.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0890090572.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0890090572.01.LZZZZZZZ.jpg"
